Case_Type,Cases,Country_Region,Date,iso3
deaths,16.0,Austria,2020-03-22,AUT
deaths,21.0,Austria,2020-03-23,AUT
deaths,28.0,Austria,2020-03-24,AUT
deaths,30.0,Austria,2020-03-25,AUT
deaths,49.0,Austria,2020-03-26,AUT
deaths,58.0,Austria,2020-03-27,AUT
deaths,68.0,Austria,2020-03-28,AUT
deaths,86.0,Austria,2020-03-29,AUT
deaths,108.0,Austria,2020-03-30,AUT
deaths,128.0,Austria,2020-03-31,AUT
deaths,146.0,Austria,2020-04-01,AUT
deaths,158.0,Austria,2020-04-02,AUT
deaths,168.0,Austria,2020-04-03,AUT
deaths,186.0,Austria,2020-04-04,AUT
deaths,204.0,Austria,2020-04-05,AUT
deaths,220.0,Austria,2020-04-06,AUT
deaths,243.0,Austria,2020-04-07,AUT
deaths,273.0,Austria,2020-04-08,AUT
deaths,295.0,Austria,2020-04-09,AUT
deaths,319.0,Austria,2020-04-10,AUT
deaths,337.0,Austria,2020-04-11,AUT
deaths,350.0,Austria,2020-04-12,AUT
deaths,368.0,Austria,2020-04-13,AUT
deaths,384.0,Austria,2020-04-14,AUT
deaths,393.0,Austria,2020-04-15,AUT
deaths,410.0,Austria,2020-04-16,AUT
deaths,431.0,Austria,2020-04-17,AUT
deaths,443.0,Austria,2020-04-18,AUT
deaths,452.0,Austria,2020-04-19,AUT
deaths,470.0,Austria,2020-04-20,AUT
deaths,491.0,Austria,2020-04-21,AUT
deaths,510.0,Austria,2020-04-22,AUT
deaths,522.0,Austria,2020-04-23,AUT
deaths,530.0,Austria,2020-04-24,AUT
deaths,536.0,Austria,2020-04-25,AUT
deaths,542.0,Austria,2020-04-26,AUT
deaths,549.0,Austria,2020-04-27,AUT
deaths,569.0,Austria,2020-04-28,AUT
deaths,580.0,Austria,2020-04-29,AUT
deaths,584.0,Austria,2020-04-30,AUT
deaths,589.0,Austria,2020-05-01,AUT
deaths,596.0,Austria,2020-05-02,AUT
deaths,0.0,Azerbaijan,2020-01-22,AZE
deaths,0.0,Azerbaijan,2020-01-23,AZE
deaths,0.0,Azerbaijan,2020-01-24,AZE
deaths,0.0,Azerbaijan,2020-01-25,AZE
deaths,0.0,Azerbaijan,2020-01-26,AZE
deaths,0.0,Azerbaijan,2020-01-27,AZE
deaths,0.0,Azerbaijan,2020-01-28,AZE
deaths,0.0,Azerbaijan,2020-01-29,AZE
deaths,0.0,Azerbaijan,2020-01-30,AZE
deaths,0.0,Azerbaijan,2020-01-31,AZE
deaths,0.0,Azerbaijan,2020-02-01,AZE
deaths,0.0,Azerbaijan,2020-02-02,AZE
deaths,0.0,Azerbaijan,2020-02-03,AZE
deaths,0.0,Azerbaijan,2020-02-04,AZE
deaths,0.0,Azerbaijan,2020-02-05,AZE
deaths,0.0,Azerbaijan,2020-02-06,AZE
deaths,0.0,Azerbaijan,2020-02-07,AZE
deaths,0.0,Azerbaijan,2020-02-08,AZE
deaths,0.0,Azerbaijan,2020-02-09,AZE
deaths,0.0,Azerbaijan,2020-02-10,AZE
deaths,0.0,Azerbaijan,2020-02-11,AZE
deaths,0.0,Azerbaijan,2020-02-12,AZE
deaths,0.0,Azerbaijan,2020-02-13,AZE
deaths,0.0,Azerbaijan,2020-02-14,AZE
deaths,0.0,Azerbaijan,2020-02-15,AZE
deaths,0.0,Azerbaijan,2020-02-16,AZE
deaths,0.0,Azerbaijan,2020-02-17,AZE
deaths,0.0,Azerbaijan,2020-02-18,AZE
deaths,0.0,Azerbaijan,2020-02-19,AZE
deaths,0.0,Azerbaijan,2020-02-20,AZE
deaths,0.0,Azerbaijan,2020-02-21,AZE
deaths,0.0,Azerbaijan,2020-02-22,AZE
deaths,0.0,Azerbaijan,2020-02-23,AZE
deaths,0.0,Azerbaijan,2020-02-24,AZE
deaths,0.0,Azerbaijan,2020-02-25,AZE
deaths,0.0,Azerbaijan,2020-02-26,AZE
deaths,0.0,Azerbaijan,2020-02-27,AZE
deaths,0.0,Azerbaijan,2020-02-28,AZE
deaths,0.0,Azerbaijan,2020-02-29,AZE
deaths,0.0,Azerbaijan,2020-03-01,AZE
deaths,0.0,Azerbaijan,2020-03-02,AZE
deaths,0.0,Azerbaijan,2020-03-03,AZE
deaths,0.0,Azerbaijan,2020-03-04,AZE
deaths,0.0,Azerbaijan,2020-03-05,AZE
deaths,0.0,Azerbaijan,2020-03-06,AZE
deaths,0.0,Azerbaijan,2020-03-07,AZE
deaths,0.0,Azerbaijan,2020-03-08,AZE
deaths,0.0,Azerbaijan,2020-03-09,AZE
deaths,0.0,Azerbaijan,2020-03-10,AZE
deaths,0.0,Azerbaijan,2020-03-11,AZE
deaths,0.0,Azerbaijan,2020-03-12,AZE
deaths,1.0,Azerbaijan,2020-03-13,AZE
deaths,1.0,Azerbaijan,2020-03-14,AZE
deaths,1.0,Azerbaijan,2020-03-15,AZE
deaths,1.0,Azerbaijan,2020-03-16,AZE
deaths,1.0,Azerbaijan,2020-03-17,AZE
deaths,1.0,Azerbaijan,2020-03-18,AZE
deaths,1.0,Azerbaijan,2020-03-19,AZE
deaths,1.0,Azerbaijan,2020-03-20,AZE
deaths,1.0,Azerbaijan,2020-03-21,AZE
deaths,1.0,Azerbaijan,2020-03-22,AZE
deaths,1.0,Azerbaijan,2020-03-23,AZE
deaths,1.0,Azerbaijan,2020-03-24,AZE
deaths,2.0,Azerbaijan,2020-03-25,AZE
deaths,3.0,Azerbaijan,2020-03-26,AZE
deaths,3.0,Azerbaijan,2020-03-27,AZE
deaths,4.0,Azerbaijan,2020-03-28,AZE
deaths,4.0,Azerbaijan,2020-03-29,AZE
deaths,4.0,Azerbaijan,2020-03-30,AZE
deaths,5.0,Azerbaijan,2020-03-31,AZE
deaths,5.0,Azerbaijan,2020-04-01,AZE
deaths,5.0,Azerbaijan,2020-04-02,AZE
deaths,5.0,Azerbaijan,2020-04-03,AZE
deaths,5.0,Azerbaijan,2020-04-04,AZE
deaths,7.0,Azerbaijan,2020-04-05,AZE
deaths,7.0,Azerbaijan,2020-04-06,AZE
deaths,8.0,Azerbaijan,2020-04-07,AZE
deaths,8.0,Azerbaijan,2020-04-08,AZE
deaths,9.0,Azerbaijan,2020-04-09,AZE
deaths,10.0,Azerbaijan,2020-04-10,AZE
deaths,11.0,Azerbaijan,2020-04-11,AZE
deaths,11.0,Azerbaijan,2020-04-12,AZE
deaths,12.0,Azerbaijan,2020-04-13,AZE
deaths,13.0,Azerbaijan,2020-04-14,AZE
deaths,13.0,Azerbaijan,2020-04-15,AZE
deaths,15.0,Azerbaijan,2020-04-16,AZE
deaths,15.0,Azerbaijan,2020-04-17,AZE
deaths,18.0,Azerbaijan,2020-04-18,AZE
deaths,19.0,Azerbaijan,2020-04-19,AZE
deaths,19.0,Azerbaijan,2020-04-20,AZE
deaths,20.0,Azerbaijan,2020-04-21,AZE
deaths,20.0,Azerbaijan,2020-04-22,AZE
deaths,20.0,Azerbaijan,2020-04-23,AZE
deaths,21.0,Azerbaijan,2020-04-24,AZE
deaths,21.0,Azerbaijan,2020-04-25,AZE
deaths,21.0,Azerbaijan,2020-04-26,AZE
deaths,22.0,Azerbaijan,2020-04-27,AZE
deaths,22.0,Azerbaijan,2020-04-28,AZE
deaths,23.0,Azerbaijan,2020-04-29,AZE
deaths,24.0,Azerbaijan,2020-04-30,AZE
deaths,25.0,Azerbaijan,2020-05-01,AZE
deaths,25.0,Azerbaijan,2020-05-02,AZE
deaths,0.0,Bahamas,2020-01-22,BHS
deaths,0.0,Bahamas,2020-01-23,BHS
deaths,0.0,Bahamas,2020-01-24,BHS
deaths,0.0,Bahamas,2020-01-25,BHS
deaths,0.0,Bahamas,2020-01-26,BHS
deaths,0.0,Bahamas,2020-01-27,BHS
deaths,0.0,Bahamas,2020-01-28,BHS
deaths,0.0,Bahamas,2020-01-29,BHS
deaths,0.0,Bahamas,2020-01-30,BHS
deaths,0.0,Bahamas,2020-01-31,BHS
deaths,0.0,Bahamas,2020-02-01,BHS
deaths,0.0,Bahamas,2020-02-02,BHS
deaths,0.0,Bahamas,2020-02-03,BHS
deaths,0.0,Bahamas,2020-02-04,BHS
deaths,0.0,Bahamas,2020-02-05,BHS
deaths,0.0,Bahamas,2020-02-06,BHS
deaths,0.0,Bahamas,2020-02-07,BHS
deaths,0.0,Bahamas,2020-02-08,BHS
deaths,0.0,Bahamas,2020-02-09,BHS
deaths,0.0,Bahamas,2020-02-10,BHS
deaths,0.0,Bahamas,2020-02-11,BHS
deaths,0.0,Bahamas,2020-02-12,BHS
deaths,0.0,Bahamas,2020-02-13,BHS
deaths,0.0,Bahamas,2020-02-14,BHS
deaths,0.0,Bahamas,2020-02-15,BHS
deaths,0.0,Bahamas,2020-02-16,BHS
deaths,0.0,Bahamas,2020-02-17,BHS
deaths,0.0,Bahamas,2020-02-18,BHS
deaths,0.0,Bahamas,2020-02-19,BHS
deaths,0.0,Bahamas,2020-02-20,BHS
deaths,0.0,Bahamas,2020-02-21,BHS
deaths,0.0,Bahamas,2020-02-22,BHS
deaths,0.0,Bahamas,2020-02-23,BHS
deaths,0.0,Bahamas,2020-02-24,BHS
deaths,0.0,Bahamas,2020-02-25,BHS
deaths,0.0,Bahamas,2020-02-26,BHS
deaths,0.0,Bahamas,2020-02-27,BHS
deaths,0.0,Bahamas,2020-02-28,BHS
deaths,0.0,Bahamas,2020-02-29,BHS
deaths,0.0,Bahamas,2020-03-01,BHS
deaths,0.0,Bahamas,2020-03-02,BHS
deaths,0.0,Bahamas,2020-03-03,BHS
deaths,0.0,Bahamas,2020-03-04,BHS
deaths,0.0,Bahamas,2020-03-05,BHS
deaths,0.0,Bahamas,2020-03-06,BHS
deaths,0.0,Bahamas,2020-03-07,BHS
deaths,0.0,Bahamas,2020-03-08,BHS
deaths,0.0,Bahamas,2020-03-09,BHS
deaths,0.0,Bahamas,2020-03-10,BHS
deaths,0.0,Bahamas,2020-03-11,BHS
deaths,0.0,Bahamas,2020-03-12,BHS
deaths,0.0,Bahamas,2020-03-13,BHS
deaths,0.0,Bahamas,2020-03-14,BHS
deaths,0.0,Bahamas,2020-03-15,BHS
deaths,0.0,Bahamas,2020-03-16,BHS
deaths,0.0,Bahamas,2020-03-17,BHS
deaths,0.0,Bahamas,2020-03-18,BHS
deaths,0.0,Bahamas,2020-03-19,BHS
deaths,0.0,Bahamas,2020-03-20,BHS
deaths,0.0,Bahamas,2020-03-21,BHS
deaths,0.0,Bahamas,2020-03-22,BHS
deaths,0.0,Bahamas,2020-03-23,BHS
deaths,0.0,Bahamas,2020-03-24,BHS
deaths,0.0,Bahamas,2020-03-25,BHS
deaths,0.0,Bahamas,2020-03-26,BHS
deaths,0.0,Bahamas,2020-03-27,BHS
deaths,0.0,Bahamas,2020-03-28,BHS
deaths,0.0,Bahamas,2020-03-29,BHS
deaths,0.0,Bahamas,2020-03-30,BHS
deaths,0.0,Bahamas,2020-03-31,BHS
deaths,1.0,Bahamas,2020-04-01,BHS
deaths,1.0,Bahamas,2020-04-02,BHS
deaths,1.0,Bahamas,2020-04-03,BHS
deaths,4.0,Bahamas,2020-04-04,BHS
deaths,4.0,Bahamas,2020-04-05,BHS
deaths,5.0,Bahamas,2020-04-06,BHS
deaths,6.0,Bahamas,2020-04-07,BHS
deaths,7.0,Bahamas,2020-04-08,BHS
deaths,8.0,Bahamas,2020-04-09,BHS
deaths,8.0,Bahamas,2020-04-10,BHS
deaths,8.0,Bahamas,2020-04-11,BHS
deaths,8.0,Bahamas,2020-04-12,BHS
deaths,8.0,Bahamas,2020-04-13,BHS
deaths,8.0,Bahamas,2020-04-14,BHS
deaths,8.0,Bahamas,2020-04-15,BHS
deaths,8.0,Bahamas,2020-04-16,BHS
deaths,9.0,Bahamas,2020-04-17,BHS
deaths,9.0,Bahamas,2020-04-18,BHS
deaths,9.0,Bahamas,2020-04-19,BHS
deaths,9.0,Bahamas,2020-04-20,BHS
deaths,9.0,Bahamas,2020-04-21,BHS
deaths,9.0,Bahamas,2020-04-22,BHS
deaths,11.0,Bahamas,2020-04-23,BHS
deaths,11.0,Bahamas,2020-04-24,BHS
deaths,11.0,Bahamas,2020-04-25,BHS
deaths,11.0,Bahamas,2020-04-26,BHS
deaths,11.0,Bahamas,2020-04-27,BHS
deaths,11.0,Bahamas,2020-04-28,BHS
deaths,11.0,Bahamas,2020-04-29,BHS
deaths,11.0,Bahamas,2020-04-30,BHS
deaths,11.0,Bahamas,2020-05-01,BHS
deaths,11.0,Bahamas,2020-05-02,BHS
deaths,0.0,Bahrain,2020-01-22,BHR
deaths,0.0,Bahrain,2020-01-23,BHR
deaths,0.0,Bahrain,2020-01-24,BHR
deaths,0.0,Bahrain,2020-01-25,BHR
deaths,0.0,Bahrain,2020-01-26,BHR
deaths,0.0,Bahrain,2020-01-27,BHR
deaths,0.0,Bahrain,2020-01-28,BHR
deaths,0.0,Bahrain,2020-01-29,BHR
deaths,0.0,Bahrain,2020-01-30,BHR
deaths,0.0,Bahrain,2020-01-31,BHR
deaths,0.0,Bahrain,2020-02-01,BHR
deaths,0.0,Bahrain,2020-02-02,BHR
deaths,0.0,Bahrain,2020-02-03,BHR
deaths,0.0,Bahrain,2020-02-04,BHR
deaths,0.0,Bahrain,2020-02-05,BHR
deaths,0.0,Bahrain,2020-02-06,BHR
deaths,0.0,Bahrain,2020-02-07,BHR
deaths,0.0,Bahrain,2020-02-08,BHR
deaths,0.0,Bahrain,2020-02-09,BHR
deaths,0.0,Bahrain,2020-02-10,BHR
deaths,0.0,Bahrain,2020-02-11,BHR
deaths,0.0,Bahrain,2020-02-12,BHR
deaths,0.0,Bahrain,2020-02-13,BHR
deaths,0.0,Bahrain,2020-02-14,BHR
deaths,0.0,Bahrain,2020-02-15,BHR
deaths,0.0,Bahrain,2020-02-16,BHR
deaths,0.0,Bahrain,2020-02-17,BHR
deaths,0.0,Bahrain,2020-02-18,BHR
deaths,0.0,Bahrain,2020-02-19,BHR
deaths,0.0,Bahrain,2020-02-20,BHR
deaths,0.0,Bahrain,2020-02-21,BHR
deaths,0.0,Bahrain,2020-02-22,BHR
deaths,0.0,Bahrain,2020-02-23,BHR
deaths,0.0,Bahrain,2020-02-24,BHR
deaths,0.0,Bahrain,2020-02-25,BHR
deaths,0.0,Bahrain,2020-02-26,BHR
deaths,0.0,Bahrain,2020-02-27,BHR
deaths,0.0,Bahrain,2020-02-28,BHR
deaths,0.0,Bahrain,2020-02-29,BHR
deaths,0.0,Bahrain,2020-03-01,BHR
deaths,0.0,Bahrain,2020-03-02,BHR
deaths,0.0,Bahrain,2020-03-03,BHR
deaths,0.0,Bahrain,2020-03-04,BHR
deaths,0.0,Bahrain,2020-03-05,BHR
deaths,0.0,Bahrain,2020-03-06,BHR
deaths,0.0,Bahrain,2020-03-07,BHR
deaths,0.0,Bahrain,2020-03-08,BHR
deaths,0.0,Bahrain,2020-03-09,BHR
deaths,0.0,Bahrain,2020-03-10,BHR
deaths,0.0,Bahrain,2020-03-11,BHR
deaths,0.0,Bahrain,2020-03-12,BHR
deaths,0.0,Bahrain,2020-03-13,BHR
deaths,0.0,Bahrain,2020-03-14,BHR
deaths,0.0,Bahrain,2020-03-15,BHR
deaths,1.0,Bahrain,2020-03-16,BHR
deaths,1.0,Bahrain,2020-03-17,BHR
deaths,1.0,Bahrain,2020-03-18,BHR
deaths,1.0,Bahrain,2020-03-19,BHR
deaths,1.0,Bahrain,2020-03-20,BHR
deaths,1.0,Bahrain,2020-03-21,BHR
deaths,2.0,Bahrain,2020-03-22,BHR
deaths,2.0,Bahrain,2020-03-23,BHR
deaths,3.0,Bahrain,2020-03-24,BHR
deaths,4.0,Bahrain,2020-03-25,BHR
deaths,4.0,Bahrain,2020-03-26,BHR
deaths,4.0,Bahrain,2020-03-27,BHR
deaths,4.0,Bahrain,2020-03-28,BHR
deaths,4.0,Bahrain,2020-03-29,BHR
deaths,4.0,Bahrain,2020-03-30,BHR
deaths,4.0,Bahrain,2020-03-31,BHR
deaths,4.0,Bahrain,2020-04-01,BHR
deaths,4.0,Bahrain,2020-04-02,BHR
deaths,4.0,Bahrain,2020-04-03,BHR
deaths,4.0,Bahrain,2020-04-04,BHR
deaths,4.0,Bahrain,2020-04-05,BHR
deaths,4.0,Bahrain,2020-04-06,BHR
deaths,5.0,Bahrain,2020-04-07,BHR
deaths,5.0,Bahrain,2020-04-08,BHR
deaths,5.0,Bahrain,2020-04-09,BHR
deaths,6.0,Bahrain,2020-04-10,BHR
deaths,6.0,Bahrain,2020-04-11,BHR
deaths,6.0,Bahrain,2020-04-12,BHR
deaths,6.0,Bahrain,2020-04-13,BHR
deaths,7.0,Bahrain,2020-04-14,BHR
deaths,7.0,Bahrain,2020-04-15,BHR
deaths,7.0,Bahrain,2020-04-16,BHR
deaths,7.0,Bahrain,2020-04-17,BHR
deaths,7.0,Bahrain,2020-04-18,BHR
deaths,7.0,Bahrain,2020-04-19,BHR
deaths,7.0,Bahrain,2020-04-20,BHR
deaths,7.0,Bahrain,2020-04-21,BHR
deaths,7.0,Bahrain,2020-04-22,BHR
deaths,8.0,Bahrain,2020-04-23,BHR
deaths,8.0,Bahrain,2020-04-24,BHR
deaths,8.0,Bahrain,2020-04-25,BHR
deaths,8.0,Bahrain,2020-04-26,BHR
deaths,8.0,Bahrain,2020-04-27,BHR
deaths,8.0,Bahrain,2020-04-28,BHR
deaths,8.0,Bahrain,2020-04-29,BHR
deaths,8.0,Bahrain,2020-04-30,BHR
deaths,8.0,Bahrain,2020-05-01,BHR
deaths,8.0,Bahrain,2020-05-02,BHR
deaths,0.0,Bangladesh,2020-01-22,BGD
deaths,0.0,Bangladesh,2020-01-23,BGD
deaths,0.0,Bangladesh,2020-01-24,BGD
deaths,0.0,Bangladesh,2020-01-25,BGD
deaths,0.0,Bangladesh,2020-01-26,BGD
deaths,0.0,Bangladesh,2020-01-27,BGD
deaths,0.0,Bangladesh,2020-01-28,BGD
deaths,0.0,Bangladesh,2020-01-29,BGD
deaths,0.0,Bangladesh,2020-01-30,BGD
deaths,0.0,Bangladesh,2020-01-31,BGD
deaths,0.0,Bangladesh,2020-02-01,BGD
deaths,0.0,Bangladesh,2020-02-02,BGD
deaths,0.0,Bangladesh,2020-02-03,BGD
deaths,0.0,Bangladesh,2020-02-04,BGD
deaths,0.0,Bangladesh,2020-02-05,BGD
deaths,0.0,Bangladesh,2020-02-06,BGD
deaths,0.0,Bangladesh,2020-02-07,BGD
deaths,0.0,Bangladesh,2020-02-08,BGD
deaths,0.0,Bangladesh,2020-02-09,BGD
deaths,0.0,Bangladesh,2020-02-10,BGD
deaths,0.0,Bangladesh,2020-02-11,BGD
deaths,0.0,Bangladesh,2020-02-12,BGD
deaths,0.0,Bangladesh,2020-02-13,BGD
deaths,0.0,Bangladesh,2020-02-14,BGD
deaths,0.0,Bangladesh,2020-02-15,BGD
deaths,0.0,Bangladesh,2020-02-16,BGD
deaths,0.0,Bangladesh,2020-02-17,BGD
deaths,0.0,Bangladesh,2020-02-18,BGD
deaths,0.0,Bangladesh,2020-02-19,BGD
deaths,0.0,Bangladesh,2020-02-20,BGD
deaths,0.0,Bangladesh,2020-02-21,BGD
deaths,0.0,Bangladesh,2020-02-22,BGD
deaths,0.0,Bangladesh,2020-02-23,BGD
deaths,0.0,Bangladesh,2020-02-24,BGD
deaths,0.0,Bangladesh,2020-02-25,BGD
deaths,0.0,Bangladesh,2020-02-26,BGD
deaths,0.0,Bangladesh,2020-02-27,BGD
deaths,0.0,Bangladesh,2020-02-28,BGD
deaths,0.0,Bangladesh,2020-02-29,BGD
deaths,0.0,Bangladesh,2020-03-01,BGD
deaths,0.0,Bangladesh,2020-03-02,BGD
deaths,0.0,Bangladesh,2020-03-03,BGD
deaths,0.0,Bangladesh,2020-03-04,BGD
deaths,0.0,Bangladesh,2020-03-05,BGD
deaths,0.0,Bangladesh,2020-03-06,BGD
deaths,0.0,Bangladesh,2020-03-07,BGD
deaths,0.0,Bangladesh,2020-03-08,BGD
deaths,0.0,Bangladesh,2020-03-09,BGD
deaths,0.0,Bangladesh,2020-03-10,BGD
deaths,0.0,Bangladesh,2020-03-11,BGD
deaths,0.0,Bangladesh,2020-03-12,BGD
deaths,0.0,Bangladesh,2020-03-13,BGD
deaths,0.0,Bangladesh,2020-03-14,BGD
deaths,0.0,Bangladesh,2020-03-15,BGD
deaths,0.0,Bangladesh,2020-03-16,BGD
deaths,0.0,Bangladesh,2020-03-17,BGD
deaths,1.0,Bangladesh,2020-03-18,BGD
deaths,1.0,Bangladesh,2020-03-19,BGD
deaths,1.0,Bangladesh,2020-03-20,BGD
deaths,2.0,Bangladesh,2020-03-21,BGD
deaths,2.0,Bangladesh,2020-03-22,BGD
deaths,3.0,Bangladesh,2020-03-23,BGD
deaths,4.0,Bangladesh,2020-03-24,BGD
deaths,5.0,Bangladesh,2020-03-25,BGD
deaths,5.0,Bangladesh,2020-03-26,BGD
deaths,5.0,Bangladesh,2020-03-27,BGD
deaths,5.0,Bangladesh,2020-03-28,BGD
deaths,5.0,Bangladesh,2020-03-29,BGD
deaths,5.0,Bangladesh,2020-03-30,BGD
deaths,5.0,Bangladesh,2020-03-31,BGD
deaths,6.0,Bangladesh,2020-04-01,BGD
deaths,6.0,Bangladesh,2020-04-02,BGD
deaths,6.0,Bangladesh,2020-04-03,BGD
deaths,8.0,Bangladesh,2020-04-04,BGD
deaths,9.0,Bangladesh,2020-04-05,BGD
deaths,12.0,Bangladesh,2020-04-06,BGD
deaths,17.0,Bangladesh,2020-04-07,BGD
deaths,20.0,Bangladesh,2020-04-08,BGD
deaths,21.0,Bangladesh,2020-04-09,BGD
deaths,27.0,Bangladesh,2020-04-10,BGD
deaths,30.0,Bangladesh,2020-04-11,BGD
deaths,34.0,Bangladesh,2020-04-12,BGD
deaths,39.0,Bangladesh,2020-04-13,BGD
deaths,46.0,Bangladesh,2020-04-14,BGD
deaths,50.0,Bangladesh,2020-04-15,BGD
deaths,60.0,Bangladesh,2020-04-16,BGD
deaths,75.0,Bangladesh,2020-04-17,BGD
deaths,84.0,Bangladesh,2020-04-18,BGD
deaths,91.0,Bangladesh,2020-04-19,BGD
deaths,101.0,Bangladesh,2020-04-20,BGD
deaths,110.0,Bangladesh,2020-04-21,BGD
deaths,120.0,Bangladesh,2020-04-22,BGD
deaths,127.0,Bangladesh,2020-04-23,BGD
deaths,131.0,Bangladesh,2020-04-24,BGD
deaths,140.0,Bangladesh,2020-04-25,BGD
deaths,145.0,Bangladesh,2020-04-26,BGD
deaths,152.0,Bangladesh,2020-04-27,BGD
deaths,155.0,Bangladesh,2020-04-28,BGD
deaths,163.0,Bangladesh,2020-04-29,BGD
deaths,168.0,Bangladesh,2020-04-30,BGD
deaths,170.0,Bangladesh,2020-05-01,BGD
deaths,175.0,Bangladesh,2020-05-02,BGD
deaths,0.0,Barbados,2020-01-22,BRB
deaths,0.0,Barbados,2020-01-23,BRB
deaths,0.0,Barbados,2020-01-24,BRB
deaths,0.0,Barbados,2020-01-25,BRB
deaths,0.0,Barbados,2020-01-26,BRB
deaths,0.0,Barbados,2020-01-27,BRB
deaths,0.0,Barbados,2020-01-28,BRB
deaths,0.0,Barbados,2020-01-29,BRB
deaths,0.0,Barbados,2020-01-30,BRB
deaths,0.0,Barbados,2020-01-31,BRB
deaths,0.0,Barbados,2020-02-01,BRB
deaths,0.0,Barbados,2020-02-02,BRB
deaths,0.0,Barbados,2020-02-03,BRB
deaths,0.0,Barbados,2020-02-04,BRB
deaths,0.0,Barbados,2020-02-05,BRB
deaths,0.0,Barbados,2020-02-06,BRB
deaths,0.0,Barbados,2020-02-07,BRB
deaths,0.0,Barbados,2020-02-08,BRB
deaths,0.0,Barbados,2020-02-09,BRB
deaths,0.0,Barbados,2020-02-10,BRB
deaths,0.0,Barbados,2020-02-11,BRB
deaths,0.0,Barbados,2020-02-12,BRB
deaths,0.0,Barbados,2020-02-13,BRB
deaths,0.0,Barbados,2020-02-14,BRB
deaths,0.0,Barbados,2020-02-15,BRB
deaths,0.0,Barbados,2020-02-16,BRB
deaths,0.0,Barbados,2020-02-17,BRB
deaths,0.0,Barbados,2020-02-18,BRB
deaths,0.0,Barbados,2020-02-19,BRB
deaths,0.0,Barbados,2020-02-20,BRB
deaths,0.0,Barbados,2020-02-21,BRB
deaths,0.0,Barbados,2020-02-22,BRB
deaths,0.0,Barbados,2020-02-23,BRB
deaths,0.0,Barbados,2020-02-24,BRB
deaths,0.0,Barbados,2020-02-25,BRB
deaths,0.0,Barbados,2020-02-26,BRB
deaths,0.0,Barbados,2020-02-27,BRB
deaths,0.0,Barbados,2020-02-28,BRB
deaths,0.0,Barbados,2020-02-29,BRB
deaths,0.0,Barbados,2020-03-01,BRB
deaths,0.0,Barbados,2020-03-02,BRB
deaths,0.0,Barbados,2020-03-03,BRB
deaths,0.0,Barbados,2020-03-04,BRB
deaths,0.0,Barbados,2020-03-05,BRB
deaths,0.0,Barbados,2020-03-06,BRB
deaths,0.0,Barbados,2020-03-07,BRB
deaths,0.0,Barbados,2020-03-08,BRB
deaths,0.0,Barbados,2020-03-09,BRB
deaths,0.0,Barbados,2020-03-10,BRB
deaths,0.0,Barbados,2020-03-11,BRB
deaths,0.0,Barbados,2020-03-12,BRB
deaths,0.0,Barbados,2020-03-13,BRB
deaths,0.0,Barbados,2020-03-14,BRB
deaths,0.0,Barbados,2020-03-15,BRB
deaths,0.0,Barbados,2020-03-16,BRB
deaths,0.0,Barbados,2020-03-17,BRB
deaths,0.0,Barbados,2020-03-18,BRB
deaths,0.0,Barbados,2020-03-19,BRB
deaths,0.0,Barbados,2020-03-20,BRB
deaths,0.0,Barbados,2020-03-21,BRB
deaths,0.0,Barbados,2020-03-22,BRB
deaths,0.0,Barbados,2020-03-23,BRB
deaths,0.0,Barbados,2020-03-24,BRB
deaths,0.0,Barbados,2020-03-25,BRB
deaths,0.0,Barbados,2020-03-26,BRB
deaths,0.0,Barbados,2020-03-27,BRB
deaths,0.0,Barbados,2020-03-28,BRB
deaths,0.0,Barbados,2020-03-29,BRB
deaths,0.0,Barbados,2020-03-30,BRB
deaths,0.0,Barbados,2020-03-31,BRB
deaths,0.0,Barbados,2020-04-01,BRB
deaths,0.0,Barbados,2020-04-02,BRB
deaths,0.0,Barbados,2020-04-03,BRB
deaths,0.0,Barbados,2020-04-04,BRB
deaths,1.0,Barbados,2020-04-05,BRB
deaths,2.0,Barbados,2020-04-06,BRB
deaths,3.0,Barbados,2020-04-07,BRB
deaths,3.0,Barbados,2020-04-08,BRB
deaths,3.0,Barbados,2020-04-09,BRB
deaths,4.0,Barbados,2020-04-10,BRB
deaths,4.0,Barbados,2020-04-11,BRB
deaths,4.0,Barbados,2020-04-12,BRB
deaths,4.0,Barbados,2020-04-13,BRB
deaths,4.0,Barbados,2020-04-14,BRB
deaths,5.0,Barbados,2020-04-15,BRB
deaths,5.0,Barbados,2020-04-16,BRB
deaths,5.0,Barbados,2020-04-17,BRB
deaths,5.0,Barbados,2020-04-18,BRB
deaths,5.0,Barbados,2020-04-19,BRB
deaths,5.0,Barbados,2020-04-20,BRB
deaths,5.0,Barbados,2020-04-21,BRB
deaths,5.0,Barbados,2020-04-22,BRB
deaths,6.0,Barbados,2020-04-23,BRB
deaths,6.0,Barbados,2020-04-24,BRB
deaths,6.0,Barbados,2020-04-25,BRB
deaths,6.0,Barbados,2020-04-26,BRB
deaths,6.0,Barbados,2020-04-27,BRB
deaths,6.0,Barbados,2020-04-28,BRB
deaths,7.0,Barbados,2020-04-29,BRB
deaths,7.0,Barbados,2020-04-30,BRB
deaths,7.0,Barbados,2020-05-01,BRB
deaths,7.0,Barbados,2020-05-02,BRB
deaths,0.0,Belarus,2020-01-22,BLR
deaths,0.0,Belarus,2020-01-23,BLR
